,game_date,game_id,season,week,posteam,passer_id,passer,qb_hit,pass_length,pass_location,passing_yards,pass_touchdown,interception,sack,pass_attempt,complete_pass,epa,success
363,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,0.3005362421972677,1.0
364,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.7900533525971696,0.0
365,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2105011980747804,1.0
367,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.6062889590393752,0.0
368,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.24887589900754392,0.0
369,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-2.5055977664887905,0.0
374,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,4.0,0.0,0.0,0.0,1.0,1.0,0.9486143835820258,1.0
375,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,15.0,0.0,0.0,0.0,1.0,1.0,1.1353914907667786,1.0
379,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.586716488469392,0.0
381,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2722717016004026,1.0
384,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,1.0,0.0,0.0,0.0,1.0,1.0,-0.7748389961197972,0.0
385,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.3429337623529136,0.0
388,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5250068511813879,0.0
390,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,middle,12.0,0.0,0.0,0.0,1.0,1.0,2.1678111797664315,1.0
391,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,11.0,0.0,0.0,0.0,1.0,1.0,0.5986089305952191,1.0
392,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,9.0,0.0,0.0,0.0,1.0,1.0,0.6469996350351721,1.0
393,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.6263525367248803,0.0
394,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,8.0,0.0,0.0,0.0,1.0,1.0,1.7939435448497534,1.0
395,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5016528470441699,0.0
397,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-2.4255766773130745,0.0
401,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,short,middle,8.0,0.0,0.0,0.0,1.0,1.0,0.4244954031892121,1.0
402,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.521413164678961,1.0
403,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7552896961569786,0.0
404,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,deep,right,29.0,0.0,0.0,0.0,1.0,1.0,2.3457690177019686,1.0
405,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.7132345284335315,0.0
407,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3019029430579394,1.0
412,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.2247701736632735,0.0
414,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.27184249903075397,0.0
416,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,-2.0,0.0,0.0,0.0,1.0,1.0,-0.24035466043278575,0.0
417,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,short,left,28.0,0.0,0.0,0.0,1.0,1.0,1.9416208150796592,1.0
418,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.30862594506470487,0.0
419,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,0.0,0.0,1.0,0.0,1.0,0.0,-3.8565021569957025,0.0
420,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,19.0,0.0,0.0,0.0,1.0,1.0,1.0152041665278375,1.0
422,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,middle,2.0,0.0,0.0,0.0,1.0,1.0,-0.593844567949418,0.0
425,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8224405670771375,0.0
427,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,0.33493086984630427,1.0
434,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.20503379427827895,1.0
435,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,2.0,0.0,0.0,0.0,1.0,1.0,-0.49972288217395544,0.0
437,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,1.0480411092285067,1.0
438,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5090669605415314,0.0
439,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.8787499542813748,0.0
440,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-2.202175626065582,0.0
444,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.5987442624755204,1.0
447,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,1.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,2.0050664147129282,1.0
450,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,11.0,0.0,0.0,0.0,1.0,1.0,0.9521025320282206,1.0
452,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.3570039753685705,0.0
453,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,-0.1427222692873329,0.0
454,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,9.0,1.0,0.0,0.0,1.0,1.0,3.01205350010423,1.0
455,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.053,1.0
460,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.8877697479911149,0.0
461,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.219520633574575,1.0
462,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,11.0,0.0,0.0,0.0,1.0,1.0,0.8192161822225899,1.0
464,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.6403167268726975,0.0
465,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.9154567840800181,0.0
470,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,1.2249251110479236,1.0
471,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,2.0,0.0,0.0,0.0,1.0,1.0,-0.507158215623349,0.0
473,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,-0.7690921660978347,0.0
478,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,14.0,0.0,0.0,0.0,1.0,1.0,0.8459025009069592,1.0
479,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.23903763748239726,1.0
481,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.16596084187040105,1.0
483,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9154254657332785,1.0
487,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,-0.4108093432150781,0.0
488,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,1.49337961175479,1.0
489,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,middle,-3.0,0.0,0.0,0.0,1.0,1.0,-0.8762370822951198,0.0
491,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,10.0,0.0,0.0,0.0,1.0,1.0,-0.052464680979028344,0.0
493,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,8.0,0.0,0.0,0.0,1.0,1.0,0.41247589886188507,1.0
494,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5838085566647351,0.0
496,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.44792980630882084,0.0
497,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,deep,right,20.0,0.0,0.0,0.0,1.0,1.0,1.5763364388840273,1.0
498,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,-1.0,0.0,0.0,0.0,1.0,1.0,-0.8373803363647312,0.0
500,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,0.0,short,right,12.0,0.0,0.0,0.0,1.0,1.0,0.7320812955149449,1.0
501,2019-09-08,2019_01_BUF_NYJ,2019,1,BUF,00-0034857,J.Allen,1.0,deep,left,38.0,1.0,0.0,0.0,1.0,1.0,4.592978822358418,1.0
504,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.16485744260717183,1.0
505,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,4.0,0.0,0.0,0.0,1.0,1.0,0.18992713373154402,1.0
506,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.4333110738079995,0.0
509,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.31254016899038106,1.0
510,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.4097955138422549,0.0
511,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.472016611834988,0.0
512,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7054121514083818,0.0
514,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-2.5917997720534913,0.0
523,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,0.018973322061356157,1.0
524,2019-09-08,2019_01_BUF_NYJ,2019,1,NYJ,00-0034869,S.Darnold,0.0,short,left,-4.0,0.0,0.0,0.0,1.0,1.0,-0.035286895639728755,0.0
528,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,3.0,0.0,0.0,0.0,1.0,1.0,-0.3607779052108526,0.0
529,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.7680758833885193,0.0
530,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,14.0,0.0,0.0,0.0,1.0,1.0,2.270813528681174,1.0
531,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.39610365964472294,1.0
532,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5567599642090499,0.0
533,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.9659752380102873,0.0
534,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,-3.0,0.0,0.0,0.0,1.0,1.0,-1.923184039304033,0.0
537,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,deep,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.7868912499397993,0.0
538,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,-0.6082525523379445,0.0
541,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,20.0,0.0,0.0,0.0,1.0,1.0,1.6505306493490934,1.0
542,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,0.37482820590958,1.0
544,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-1.4948524851351976,0.0
547,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,13.0,0.0,0.0,0.0,1.0,1.0,1.461247800849378,1.0
548,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.5445921546779573,0.0
549,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.12271649169269949,1.0
550,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,6.0,0.0,0.0,0.0,1.0,1.0,1.3815191007452086,1.0
551,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.34018919768277556,1.0
554,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.850493686115239,0.0
558,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-2.0585516742430627,0.0
561,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,8.0,0.0,0.0,0.0,1.0,1.0,0.497667120071128,1.0
564,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.6258738619508222,0.0
565,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,short,middle,-3.0,0.0,0.0,0.0,1.0,1.0,-1.039701524656266,0.0
566,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.1676907171495259,0.0
569,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.7156138895079494,0.0
570,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.5629301075823605,0.0
571,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,1.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,0.709736239630729,1.0
572,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.6866197478957474,0.0
577,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,12.0,0.0,0.0,0.0,1.0,1.0,1.8546652597142383,1.0
578,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,middle,16.0,0.0,0.0,0.0,1.0,1.0,0.9796958676888607,1.0
581,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1166750978154596,1.0
585,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.282283928245306,1.0
586,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,left,36.0,0.0,0.0,0.0,1.0,1.0,2.413010840420611,1.0
587,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,left,33.0,1.0,0.0,0.0,1.0,1.0,3.563188691274263,1.0
592,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,deep,middle,0.0,0.0,0.0,0.0,1.0,0.0,-1.24778795579914,0.0
596,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,4.0,0.0,0.0,0.0,1.0,1.0,-0.8595391573617235,0.0
599,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,0.2506210502469912,1.0
600,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,0.8426415117573924,1.0
601,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,deep,left,42.0,0.0,0.0,0.0,1.0,1.0,2.8523214163142256,1.0
602,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.3560862075537443,0.0
605,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,right,10.0,1.0,0.0,0.0,1.0,1.0,3.384718189423438,1.0
608,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,3.0,0.0,0.0,0.0,1.0,1.0,-0.24017299734987319,0.0
609,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,17.0,0.0,0.0,0.0,1.0,1.0,0.352576257660985,1.0
611,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.1402188466163352,0.0
613,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,middle,55.0,1.0,0.0,0.0,1.0,1.0,6.568420151656028,1.0
619,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,10.0,0.0,0.0,0.0,1.0,1.0,-5.541157895699143,0.0
620,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,15.0,0.0,0.0,0.0,1.0,1.0,0.9432529900223017,1.0
622,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-5.766832804016303,0.0
625,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,left,2.0,0.0,0.0,0.0,1.0,1.0,-1.0030444175936282,0.0
629,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,35.0,0.0,0.0,0.0,1.0,1.0,3.651725015952252,1.0
634,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.4610275393351912,0.0
635,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.6658326126635075,0.0
636,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,short,middle,11.0,0.0,0.0,0.0,1.0,1.0,0.028088996186852455,1.0
639,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.6018435042351484,0.0
640,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,5.0,0.0,0.0,0.0,1.0,1.0,-0.21807580441236496,0.0
641,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,1.6540645267814398,1.0
642,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,left,24.0,0.0,0.0,0.0,1.0,1.0,1.6469815415330231,1.0
643,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-0.5122248656116426,0.0
644,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,9.0,0.0,0.0,0.0,1.0,1.0,0.6060337820090353,1.0
645,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,deep,right,0.0,0.0,0.0,0.0,1.0,0.0,-1.3041822141967714,0.0
649,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,deep,middle,25.0,0.0,0.0,0.0,1.0,1.0,2.5432052293326706,1.0
652,2019-09-08,2019_01_CIN_SEA,2019,1,SEA,00-0029263,R.Wilson,0.0,deep,middle,44.0,1.0,0.0,0.0,1.0,1.0,4.302727419883013,1.0
655,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,1.0,,,0.0,0.0,0.0,1.0,1.0,0.0,-1.535672580357641,0.0
656,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,7.0,0.0,0.0,0.0,1.0,1.0,-0.10621269652619958,0.0
658,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,7.0,0.0,0.0,0.0,1.0,1.0,1.5303222201764584,1.0
659,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,13.0,0.0,0.0,0.0,1.0,1.0,0.8526008983608335,1.0
660,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,11.0,0.0,0.0,0.0,1.0,1.0,0.6646139747463167,1.0
661,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.33870282128918916,1.0
663,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,6.0,0.0,0.0,0.0,1.0,1.0,0.6641914021456614,1.0
664,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,middle,0.0,0.0,0.0,0.0,1.0,0.0,-0.40060576261021197,0.0
665,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,right,5.0,0.0,0.0,0.0,1.0,1.0,-0.13347237365087494,0.0
666,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0913122908677906,1.0
667,2019-09-08,2019_01_CIN_SEA,2019,1,CIN,00-0027973,A.Dalton,0.0,short,left,0.0,0.0,0.0,0.0,1.0,0.0,-0.39853437832789496,0.0
